participant_id,age,av_disclose_performance,av_reduce_injuries,av_report_safety,av_school_zone,av_share_data,av_speed_limit,av_two_drivers,bikegph_member,bikepgh_position,bikepgh_should_advocate,elaborate_bikepgh_position,end_date,familiar_av_tech,feel_safe_avs,feel_safe_cars,herzberg_death_change_opinion,interacted_av_biking,interacted_av_walking,interaction_details,negative_av_interaction,other_av_regulations,other_comments,own_car,own_smartphone,paying_attention_av_news,positive_av_interaction,regulate_av_testing,start_date,thoughts_pgh_av_testing,year,zipcode
1078,25-34,No,Slightly Better,Yes,Yes,No,Yes,Yes,No,,,,2019-01-17 14:59:04,Extremely familiar,3.0,2.0,Somewhat more negative opinion,Not sure,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 14:57:14,Approve,2019,15217
1079,25-34,Yes,Significantly Better,Not sure,Yes,Not sure,No,Yes,No,,,,2019-01-17 14:54:40,Extremely familiar,5.0,3.0,No change,Not sure,Yes,,,,,Yes,Yes,To a moderate extent,It kept a safe distance from me,,2019-01-17 14:51:26,Approve,2019,15218
1080,25-34,Not sure,Slightly Better,Yes,No,Yes,Not sure,Not sure,No,,,,2019-01-17 14:53:56,Extremely familiar,4.0,4.0,No change,Yes,Yes,"No, they were at parity with regular vehicles",They're a little jumpy sometimes,No,No,Yes,Yes,To a large extent,For the most part they are more cautious than human drivers and less likely to give me the finger,,2019-01-17 14:50:42,Somewhat Approve,2019,15201
1081,25-34,No,Significantly Better,No,No,Not sure,No,Not sure,Yes,,,,2019-01-17 14:49:53,Mostly familiar,5.0,2.0,No change,Yes,Yes,,,,,Yes,Yes,To a moderate extent,They are cautious and I have never felt unsafe sharing the road with an AV.  They always ensure there is a sufficient gap.,,2019-01-17 14:44:42,Approve,2019,
1082,45-54,Yes,Significantly Better,Yes,No,Yes,Yes,Not sure,Yes,,,,2019-01-17 14:44:29,Extremely familiar,4.0,2.0,Somewhat more negative opinion,No,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 14:41:48,Approve,2019,15217
1083,18-24,Yes,Significantly Better,No,Yes,No,No,No,Not sure,,,,2019-01-17 14:43:50,Extremely familiar,5.0,3.0,No change,No,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 14:41:48,Approve,2019,
1084,45-54,Yes,Significantly Better,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 14:40:17,Mostly familiar,4.0,1.0,Somewhat more negative opinion,Yes,Yes,I couldn't tell whether the vehicle was driving itself or whether the safety driver was actually piloting it.  The vehicle mostly behaved like an ordinary car would.,None really.,"no - but just wanted to say that as the technology improves I am in favor of relaxing those regulations, but in the early stages like now it is important to err on the side of caution",,Yes,Yes,To a large extent,They seem to be more able to defer to non-automotive traffic than many human drivers are.,,2019-01-17 14:36:18,Somewhat Approve,2019,15221
1085,25-34,Yes,Slightly Better,Not sure,Yes,Not sure,No,Yes,No,,,,2019-01-17 14:40:07,Extremely familiar,5.0,5.0,No change,No,No,,,,,Yes,Yes,To a large extent,N/A  ,,2019-01-17 14:35:53,Approve,2019,15222
1086,18-24,Yes,Significantly Better,Yes,Yes,No,No,Yes,Yes,,,,2019-01-17 14:38:14,Extremely familiar,5.0,4.0,Somewhat more negative opinion,Yes,Yes,"No, drove like a human",,Lets try to minimize non safety critical laws without sacrificing any safety rules.,Lets not try to slow the development too much.,No,Yes,To a large extent,Drove like a human,,2019-01-17 14:33:15,Approve,2019,15206
1087,25-34,Not sure,Significantly Better,Yes,Yes,Yes,No,No,Not sure,,,,2019-01-17 14:36:26,Mostly familiar,5.0,3.0,No change,Yes,Yes,I noticed the vehicle gave me sufficient space. I was pleased with the experience. ,None.,,,Yes,Yes,To a large extent,"Acted like a human driven vehicle, gave me possibly more room than normal. Was very pleasant. ",,2019-01-17 14:32:39,Approve,2019,15201
1088,25-34,Yes,Significantly Better,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 14:36:21,Extremely familiar,4.0,2.0,No change,No,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 14:33:31,Somewhat Approve,2019,
1089,25-34,Not sure,Significantly Better,Yes,No,Yes,No,No,No,,,,2019-01-17 14:36:16,Extremely familiar,4.0,2.0,No change,No,Yes,The AV was much more cautious around me than other drivers on the road.,,"Ideally, the government would have a ""self-driving vehicle test"" that works like a license test. Put a car on a track (the companies can map first) and put it through a ring of real-world scenarios. You must pass all to get a ""self-driving license""",,Yes,Yes,To a large extent,,,2019-01-17 14:32:03,Approve,2019,15201
1090,25-34,Yes,Significantly Better,Yes,Not sure,Yes,No,Not sure,No,,,,2019-01-17 14:35:13,Extremely familiar,4.0,2.0,No change,No,Yes,,,,,No,Yes,To a large extent,,,2019-01-17 14:33:31,Approve,2019,15201
1091,18-24,Yes,Significantly Better,Yes,No,No,No,No,No,,,,2019-01-17 14:33:34,Extremely familiar,4.0,3.0,Significantly more positive opinion,Yes,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 14:30:19,Approve,2019,15219
1092,35-44,Yes,Slightly Better,Yes,Yes,Not sure,Yes,Not sure,Yes,,,,2019-01-17 14:29:43,Somewhat familiar,5.0,3.0,No change,Yes,No,AV performed fine.,NA  ,"The bike community and BikePGH should work together with AVs/startups/tech companies in Pittsburgh to positively influence where AV tech is going.  Why not get ahead of the curve / be a positive influence, not a nay-sayer.  The human driven cars are the real problem and threat to bikers.  Let's be a progressive bike community.  If we wanted to fight something, please go after more bike lanes and a bike network, not fighting the tech companies.   This is the wrong fight.","The above issue occurred bc the person was not crossing at a crosswalk but was jaywalking at night.  It was a bad situation caused by the human, not the AV.",Yes,Yes,To a moderate extent,Nothing negative to report.,,2019-01-17 14:24:14,Approve,2019,15201
1093,35-44,Yes,Slightly Better,No,Yes,No,No,Yes,Yes,,,,2019-01-17 14:28:36,Mostly familiar,4.0,3.0,Somewhat more positive opinion,No,Yes,I was in the crosswalk and the AV was at a red light making a right turn,na,,,Yes,Yes,To a large extent,"The AV waited on me to cross the street, and the two people in the front of the car waved as I walked",,2019-01-17 14:24:56,Approve,2019,15206
1094,25-34,Yes,Significantly Better,Yes,Not sure,Not sure,No,Not sure,Yes,,,,2019-01-17 14:22:51,Mostly familiar,5.0,2.0,No change,Yes,Yes,AVs gave me more space on the road than most human drivers do. ,None of note.,,,Yes,Yes,To a large extent,"On a bike, you see how many humans are texting while driving. This creates unpredictable swerving and not nearly enough space for me to ride comfortably. On multiple occasions I've noticed that AVs give me more room at stops and when passing than most human-driven vehicles do.",,2019-01-17 14:19:18,Approve,2019,15211
1095,55-64,Yes,No effect,Yes,Not sure,Yes,No,No,Not sure,,,,2019-01-17 13:49:17,Somewhat familiar,3.0,2.0,Somewhat more negative opinion,No,No,,,"All users of public streets should do so with situational awareness, courtesy, and caution.  Unfortunately these are the responsibilities of the individual and are not enforceable “laws”.",,Yes,Yes,To a moderate extent,,,2019-01-17 13:40:31,Somewhat Approve,2019,16001
1096,55-64,No,Significantly Better,Yes,Yes,No,No,No,Yes,,,,2019-01-17 13:31:54,Mostly familiar,5.0,2.0,No change,No,Yes,AV stopped for me as I crossed road in front of it in a crosswalk.,None.,,Their overall safety record seems much better than that of human-driven vehicles.,Yes,Yes,To a moderate extent,They seem very predictable.,,2019-01-17 13:28:25,Approve,2019,15668
1097,65+,Yes,Significantly Better,Yes,Not sure,Yes,Not sure,No,Yes,,,,2019-01-17 13:13:20,Mostly familiar,4.0,3.0,No change,No,Yes,The vehicles appeared to be moving slower than those operated directly by humans.,,,,Yes,Yes,To a moderate extent,,,2019-01-17 13:09:50,Somewhat Approve,2019,15217
1098,25-34,Yes,Significantly Better,Yes,Yes,Yes,Not sure,Yes,No,,,,2019-01-17 13:12:03,Mostly familiar,4.0,1.0,Somewhat more negative opinion,Yes,Yes,"The AV seemed to operate normally, nearly indistinguishable from a manually operated vehicle. ",None to speak of at present,"Manual or heightened alert through residential streets and neighborhoods, with a speed limit cap of 25mph","On the whole, I think I trust them more than I do other human drivers. ",Yes,Yes,To a large extent,"I wasn't hit or run over, so there's that. I'd actually like to ride in one once. ",,2019-01-17 13:07:49,Approve,2019,15234
1099,65+,Yes,Slightly Worse,Yes,Yes,No,No,No,Yes,,,,2019-01-17 13:06:35,Somewhat familiar,4.0,1.0,No change,No,No,none,they go too slow,"give PORT Auth Busses tickets for pulling out on drivers.  Fine car drivers $1,500 for Passive Aggressive behavior.  Eliminate left turn red lites...have them blinking yellow.",they CAN'T be WORSE than 95% of car drivers....,Yes,No,To little extent,they look neat,,2019-01-17 12:58:50,Approve,2019,15147
1100,45-54,Yes,Slightly Better,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 12:34:15,Mostly familiar,3.0,3.0,No change,No,No,,,,,Yes,Yes,To a large extent,,,2019-01-17 12:31:48,Somewhat Approve,2019,15241
1101,35-44,Yes,Significantly Better,Yes,Yes,Yes,Not sure,Yes,Yes,,,,2019-01-17 12:20:49,Somewhat familiar,4.0,2.0,No change,Yes,Yes,The car remained a safe distance behind me and did not attempt to pass me or cross the center line to overtake.,none.,"No, I think the questions above covered it as far as I am concerned.","One person, that we know of, has been struck and killed by an AV.  Pedestrians, cyclists and other drivers get killed by human-drivers every single day.  Obviously, this is a new technology and even by the time it's been greatly improved upon, accidents and deaths will still unfortunately be inevitable. But we should not slow the development of AVs because, in my opinion, human-drivers are way more dangerous now and in the long term.  I can't wait for AV to be a commonplace and affordable option for all who want to own a car.  I believe that in 50 years people who will have been born in the 2030's will likely react to the very idea of human-driven cars with bewilderment.",Yes,Yes,To some extent,Same answer as #5. The car remained a safe distance behind me and did not attempt to pass me or cross the center line to overtake.,,2019-01-17 12:07:39,Approve,2019,15212
1102,45-54,Yes,No effect,Not sure,No,No,No,No,Yes,,,,2019-01-17 12:11:59,Extremely familiar,5.0,4.0,No change,Yes,Yes,"no notable circumstances - no issues , no problems",none,none,lots of meaningless hoopla by the media,Yes,Yes,To a large extent,no different than any other vehicle. they may have given more clearance in passing than some non AV.,,2019-01-17 12:07:15,Approve,2019,16066
1103,25-34,Yes,Significantly Better,Yes,No,Yes,Yes,Yes,No,,,,2019-01-17 12:08:05,Mostly familiar,5.0,1.0,No change,Yes,Yes,Nothing notable. I was in a bike lane or crosswalk. ,none.,none.,"Per question 19, it's been shown that Uber turned off many of the safety features and had a single (distracted) safety driver. It's less of an AV issue and more negligence on Uber's part.",Yes,Yes,To a large extent,"Per an Argo AI, it was nice that it stopped ahead of the crosswalk, rather than over a crosswalk like a driver would do.",,2019-01-17 08:54:25,Approve,2019,15232
1104,45-54,Yes,Significantly Better,Not sure,No,Yes,No,No,Yes,,,,2019-01-17 12:07:40,Extremely familiar,5.0,3.0,No change,Yes,Yes,none,none,"Inspections of equipment- radar, sonar etc needs to be at strict early regular intervals until regular safe inspect/repair/replace duration can be determined.  Keeping equipment clean will be key to operating safely in Pittsburgh winters.  ","I have great hope that Autonomous Vehicles will make the roads safer for drivers, bikers and pedestrians.  AI won't be distracted, drunk or reckless.   Over the last 20 years I have been rear ended on the Parkway west, Forbes Ave in Oakland and Cranberry (two weeks ago).  I have also had vehicles crash into the side of me on West Liberty Ave and the Homestead bridge (3 months ago).  All of these accidents were the result of distracted or careless drivers.  I look forward to AI taking over for these types of drivers. ",Yes,Yes,To a large extent,"All seem to follow traffic laws.  Correct speed, complete stops at all stop signs.  I feel safer around AV than the reckless drivers I normally deal with while riding my bike or walking. ",,2019-01-17 11:53:21,Approve,2019,15236
1105,25-34,Yes,Significantly Better,Yes,Not sure,Yes,No,Not sure,Not sure,,,,2019-01-17 12:06:40,Somewhat familiar,5.0,2.0,No change,No,Yes,No notable circumstances. They drive like everyone else,,,"AVs are going to be a hell of a lot safer than humans. Sure, there was all the hubbub about the woman being killed, but how many pedestrians and cyclists are killed by human driven cars? ",Yes,Yes,To some extent,They drive like everyone else. Probably a lot safer,,2019-01-17 12:03:11,Approve,2019,15216
1106,25-34,Yes,Significantly Better,Yes,No,Yes,No,No,Not sure,,,,2019-01-17 11:40:50,Extremely familiar,5.0,3.0,No change,No,Yes,"No, they are indistinguishable from normal cars other than the stuff on the roof","None, they are largely indistinguishable.",No,They are provably in less accidents than human driven cars. They have caused 1 fatal accident in Tempe and 0 in Pittsburgh. How many people have been murdered by human drivers in that time in this city?,Yes,Yes,To a large extent,"They are less aggressive than human drivers at making rights on red, especially when a right on red is illegal",,2019-01-17 11:36:56,Approve,2019,15203
1107,45-54,Not sure,Significantly Better,Yes,Yes,Yes,Yes,Yes,Yes,,,,2019-01-17 11:36:31,Extremely familiar,4.0,2.0,No change,No,Yes,the car is very slow and cautious ,taking a right on a red - they don't,keep an open dialogue - Pgh needs to remain a leader in this AV future ,I believe AVs have the potential to be safer than human drivers - but there still needs to be stringent testing until that can be confirmed; there is also a need for regulation at the federal level as well as state and local,Yes,Yes,To a large extent,they obey traffic laws and speed limits,,2019-01-17 11:32:50,Approve,2019,15217
1108,55-64,Yes,Slightly Worse,Yes,Yes,Yes,Yes,Not sure,No,,,,2019-01-17 11:31:29,Not familiar at all,1.0,5.0,No change,Not sure,No,,,,There should be some way to know when I'm nearby whether a vehicle is operating on its own.,Yes,Yes,To some extent,,,2019-01-17 11:28:21,Approve,2019,15206
1109,25-34,Yes,Significantly Better,Yes,No,Yes,Not sure,No,No,,,,2019-01-17 11:08:14,Mostly familiar,5.0,1.0,No change,Yes,Yes,That is by far a better driver than humans. I was less scared. ,None. Humans are garbage drivers. ,"Don't let humans driver cars. 37,133 dead people because people suck at driving. ",ONE fucking car kills someone. How many fucking humans kill bikers. I've been hit by a god damn human. I know people killed by humans driving cars. Jesus FUCKING CHRIST. ,Yes,Yes,To a large extent,It gave me more space and was more cautious ,,2019-01-17 11:03:32,Approve,2019,15224
1110,25-34,Yes,Slightly Worse,Yes,Not sure,Yes,Yes,Not sure,No,,,,2019-01-17 11:02:28,Somewhat familiar,2.0,2.0,Somewhat more negative opinion,No,Yes,,,,,Yes,Yes,To little extent,,,2019-01-17 11:00:39,Somewhat Disapprove,2019,15221
1111,35-44,Yes,Slightly Better,Yes,Not sure,Yes,Yes,No,Yes,,,,2019-01-17 10:44:34,Mostly familiar,3.0,2.0,Somewhat more negative opinion,No,Yes,Nothing notable.,"The technology is still rough, resulting in misinterpretation of fixed objects as people walking, for example.",It may be constructive to use AVs as an opportunity to test regulations on congestion generation (e.g. by TNCs/AVs) and regulations on curb access.,"Assuming development of the technology is inevitable (but not necessarily permanent), our focus should be leveraging access to public roads to secure data and test ROW management.",Yes,Yes,To a moderate extent,They appear to drive more slowly (cautiously?) than the average driver.,,2019-01-17 10:36:04,Somewhat Approve,2019,15211
1112,45-54,Yes,Significantly Better,Yes,Not sure,Yes,No,Not sure,No,,,,2019-01-17 10:30:24,Somewhat familiar,3.0,1.0,No change,Not sure,No,,I wish I had one- but getting behind one is annoying. They do go slow. I've gotten behind a small caravan of three of them on the way home from work and I couldn't wait to get past them. If I were in one- I wouldn't mind because I wouldn't have to worry about anything and just sit back and relax.,,"We can't stop the change that is coming. I want to have these for when I am older and want to get around. Not having to rely on others is the biggest draw. I think if everyone were to use these- accidents would be very seldom. Keep testing and get it right and then make them affordable like Ford did. Bring all the manufacturing for them here to Pittsburgh as well. If we test here, we should have first dibs at the jobs that would be associated with this technology. ",Yes,Yes,To some extent,,,2019-01-17 10:22:14,Approve,2019,15202
1113,45-54,Yes,No effect,Yes,Not sure,Yes,Yes,Yes,Yes,,,,2019-01-17 10:25:15,Somewhat familiar,3.0,3.0,Somewhat more negative opinion,Yes,No,"Nothing too notable, except one negative experience detailed below","In the Strip District late one night, going down Smallman St., in a 5-6 block stretch, all 6 cars I saw were AVs. One cut me off turning right. I caught up to the car and knocked on the window to inform the driver, who said something to the effect of, ""I don't know, I'm just doing what it tells me to."" Very disheartening.","AVs should have to pass a ""driving test"", similar to driver's license requirements, but testing the sensing capabilities of the vehicle -- can sense and stop for pedestrians, bicycles, etc. even when they move in a non-standard way (stepping into traffic mid-block, etc.)",,Yes,Yes,To a moderate extent,"Mostly ""positive"" in the sense that they obey laws, travel at a reasonable speed, stop for all signs/lights, etc. (don't stand out)",,2019-01-17 10:17:06,Somewhat Approve,2019,15221
1114,45-54,No,Significantly Better,No,No,Yes,No,Not sure,No,,,,2019-01-17 10:13:55,Mostly familiar,5.0,2.0,No change,Yes,Yes,In and around the Strip District they are just part of the normal traffic flow.,"They hesitate at intersections, creating some uncertainty.",Pittsburgh is becoming the tech hub for AV development. Excessive regulations would squash this. Wait until things are further along before regulating.,Accidents will happen with both AVs or human drivers. Let's not squander this opportunity for Pittsburgh to become a major tech hub in AV development.,Yes,Yes,To a large extent,"When passing, they give you more space than human drivers.",,2019-01-17 09:59:29,Approve,2019,15217
1115,25-34,Not sure,No effect,Not sure,Not sure,Not sure,Not sure,No,No,,,,2019-01-17 09:56:50,Somewhat familiar,4.0,3.0,No change,Yes,No,No,extra traffic,,,Yes,Yes,To some extent,"Safer than human drivers in terms of speed limits, blowing stop signs, red lights etc",,2019-01-17 09:54:11,Somewhat Approve,2019,15116
1116,35-44,Yes,Significantly Better,Yes,Yes,Yes,Yes,Not sure,Yes,,,,2019-01-17 09:56:43,Somewhat familiar,5.0,2.0,No change,Yes,Yes,No notable circumstances. Vehicle was traveling the speed limit and gave me 4 feet when passing.,None.,,None.,Yes,Yes,To some extent,Vehicle appeared to be traveling the speed limit and passed me by providing the 4 feet minimum.,,2019-01-17 09:48:12,Somewhat Approve,2019,15217
1117,35-44,Yes,Significantly Better,Yes,Yes,Yes,Yes,No,Yes,,,,2019-01-17 09:49:55,Mostly familiar,4.0,3.0,No change,Yes,Not sure,"Several years ago, I remember an AV passing me too close when on my bike.  More recently (still a while ago - when Uber was on the road) an AV stayed behind me at a safe distance and matched my speed.","Nothing too bad.  A few times I felt they passed too close (<4'), but that was back in the ""earlier days"" of Uber's testing.  It seems to me like they have gotten better at that.",no,"Overall I think human drivers are much more dangerous than AVs.  Phone use while driving is an epidemic.  So there need to be strong regulations of AVs and we need to proceed with care, but I think it's a net positive for us.",Yes,Yes,To a large extent,Overall positive experiences with AVs.  One in particular was when the AV stayed behind me on my bike at a safe distance and matched my speed.,,2019-01-17 09:39:32,Somewhat Approve,2019,15201
1118,55-64,Yes,Significantly Worse,Yes,Yes,Yes,Yes,Yes,Yes,,,,2019-01-17 09:46:52,Somewhat familiar,1.0,3.0,Significantly more negative opinion,No,No,,,,,Yes,Yes,To a moderate extent,,,2019-01-17 09:44:29,Disapprove,2019,15626
1119,35-44,Yes,Slightly Better,Yes,Not sure,Yes,Not sure,Yes,Yes,,,,2019-01-17 09:46:12,Extremely familiar,3.0,3.0,No change,Yes,No,Nothing notable,"They seem sometimes clog the road when traffic is problematic. E.g., slow to navigate iffy intersections or go around a double-parked car.","AV testing should benefit the city, not just the AV companies. AV companies should be strictly limited in how they can use data they collect about Pittsburgh residents. E.g., there should be strict controls about with which other companies data can be shared, as well as specifications for internal processes for safeguarding and managing the data.","Because of the sensors AVs have (including cameras) and the fact that AV companies can aggregate data from many AVs, the privacy risk to Pittsburgh residents is high. There should be strict rules about how AV companies can use this data, as well as enforcement mechanisms to back them up.",Yes,Yes,To a large extent,,,2019-01-17 09:40:31,Neutral,2019,15217
1120,65+,Yes,Significantly Better,Yes,Yes,Yes,No,Not sure,No,,,,2019-01-17 09:42:46,Somewhat familiar,4.0,3.0,No change,No,No,,,,,Yes,Yes,To a moderate extent,,,2019-01-17 09:40:51,Approve,2019,81632
1121,25-34,Yes,Slightly Better,Yes,Not sure,Yes,Yes,Yes,No,,,,2019-01-17 09:40:22,Somewhat familiar,4.0,3.0,Somewhat more negative opinion,Yes,No,"No, they weren't very noticable. Although I noticed that AVs always usually kept a larger distance from bikes compared to cars with people in them",,,,Yes,Yes,To little extent,,,2019-01-17 09:36:27,Approve,2019,15232
1122,35-44,Yes,Slightly Better,Yes,Not sure,Not sure,Not sure,Yes,No,,,,2019-01-17 09:36:05,Extremely familiar,3.0,4.0,No change,Yes,Yes,"There was one episode where I was making a left hand turn on my bike.  It was night and I had a yellow jacket and flashing front light.  There was an oncoming AV that was stopped and another oncoming car also stopped in front of it that was dropping off a passenger on the side of the road.  I was standing over my bike for several seconds with my arm signaling my turn.  Since both cars were stopped, I started to go and the AV accelerated quickly toward me.  I hit my brakes hard and tipped off my bike.  It was not clear if the car was being driving by the safety driver or the the computer.    When jogging, I have come to intersections with AVs, I always make eye contact with the safety driver to make sure they see me.",See question 5 above.  I had an AV accelerate toward me from a stop when I was making a signaling left turn on my bike.,,,Yes,Yes,To a large extent,"Ideally, the best positive experience is a non notable experience.",,2019-01-17 09:25:54,Somewhat Approve,2019,
1123,65+,Yes,Significantly Better,Yes,No,Yes,Yes,Yes,Yes,,,,2019-01-17 09:32:30,Somewhat familiar,5.0,2.0,No change,No,No,,,,,Yes,Yes,To some extent,,,2019-01-17 09:29:23,Approve,2019,15129
1124,25-34,Yes,Slightly Worse,Yes,Yes,Yes,Not sure,Yes,Yes,,,,2019-01-17 09:24:24,Not familiar at all,3.0,3.0,Somewhat more negative opinion,Not sure,Not sure,,,,I think since this is such a new thing to be out in the public there is still a lot that isn't known about how this is going to effect road sharing. I am interested to see more data and testing completed in a safe manner but I am skeptical about the AVs being mainstream. ,Yes,Yes,To little extent,,,2019-01-17 09:20:36,Somewhat Disapprove,2019,15214
1125,65+,Yes,Significantly Better,Yes,Not sure,Not sure,No,No,Yes,,,,2019-01-17 09:21:02,Somewhat familiar,5.0,4.0,No change,Yes,Yes,"As much as I tried to treat them like any other motorized vehicle, my trust in them was higher than a non AV",,,,Yes,Yes,To a large extent,The human drivers would wave back when I waved,,2019-01-17 09:13:27,Approve,2019,15217
1126,45-54,Yes,No effect,Yes,Yes,Yes,No,No,Not sure,,,,2019-01-17 09:10:48,Somewhat familiar,3.0,3.0,No change,Not sure,Not sure,,,I feel AV should be required to follow the same rules and regulations as other public transportation companies.,No,Yes,Yes,Not at all,,,2019-01-17 09:04:15,Somewhat Approve,2019,15219
1127,45-54,Yes,Slightly Better,Yes,No,Yes,No,No,Yes,,,,2019-01-17 09:04:29,Somewhat familiar,4.0,4.0,No change,Not sure,Yes,Shoulder shrug ,Asked to go to the strip District and ended up in ashtabula ohio!?,Ban public smoking , I think they’re great. I think they will reduce traffic. Increase fuel efficiency. I welcome them and think the area is lucky to be at the forefront. ,Yes,Yes,To some extent,We shared a fried shrimp platter and a slice of chocolate cream pie at Ritters.  AV picked up the tab. It was a lovely afternoon.,,2019-01-17 08:55:05,Approve,2019,15206
1128,45-54,Yes,Significantly Worse,Yes,No,Yes,No,Yes,No,,,,2019-01-17 08:50:41,Somewhat familiar,1.0,4.0,Significantly more negative opinion,No,No,,"Personally, I am not a fan.  I am afraid that while the technology may be advanced, I don't see the need for vehicles to drive by themselves on shared roads.  The risk of the technology not working is what scares me the most. ",,,Yes,Yes,To a moderate extent,I haven't had any direct interaction other than seeing them on the road testing by Uber.,,2019-01-17 08:47:13,Disapprove,2019,15212
1129,25-34,Yes,No effect,Yes,Not sure,Yes,Not sure,Yes,No,,,,2019-01-17 08:48:47,Not familiar at all,3.0,3.0,No change,Yes,Yes,No,,,Driver's should not be allowed to be on electronic devices when operating AV- must be aware and alert,Yes,Yes,To some extent,,,2019-01-17 08:38:34,Neutral,2019,15212
1130,25-34,Not sure,Slightly Better,Yes,No,Yes,Not sure,Yes,No,,,,2019-01-17 08:48:42,Somewhat familiar,3.0,2.0,No change,Yes,No,They were slow and observant.,,,,Yes,Yes,To some extent,All have been fine.,,2019-01-17 08:44:15,Somewhat Approve,2019,15201
1131,55-64,Yes,Slightly Better,Yes,No,Yes,Yes,Yes,Yes,,,,2019-01-17 08:46:29,Somewhat familiar,4.0,4.0,No change,Yes,Yes,,,,,Yes,Yes,To some extent,,,2019-01-17 08:41:39,Neutral,2019,15223
1132,35-44,Yes,No effect,Not sure,Not sure,Yes,Not sure,Not sure,No,,,,2019-01-17 08:45:02,Somewhat familiar,4.0,3.0,No change,Yes,Yes,The AV's I have seen on the road seem to obey traffic laws.  I have had no negative interactions so far. ,I have had no notable difference interacting with an AV than other types of cars that obey traffic laws. ,,,Yes,Yes,To some extent,I have had no notable difference interacting with an AV than other types of cars that obey traffic laws. ,,2019-01-17 08:38:45,Neutral,2019,15206
1133,25-34,Yes,Significantly Better,Yes,No,Yes,No,No,Yes,,,,2019-01-17 08:44:51,Somewhat familiar,4.0,3.0,Somewhat more negative opinion,Yes,Yes,just acted like a regular car,none,,,Yes,Yes,To some extent,"they seem to drive more carefully for the most part, strictly obeying traffic laws.",,2019-01-17 08:41:17,Approve,2019,15201
1134,55-64,Yes,Slightly Better,Yes,Yes,Yes,Yes,,No,,,,2019-01-17 08:40:38,Somewhat familiar,4.0,3.0,Significantly more negative opinion,No,Yes,"Once I got over the novelty, I then felt unsafe.",None.,I feel that bikes and AV should all have their own lanes. I hope in the future that becomes a reality.,"I think they should have minimum of 4 passengers to be able to be efficient, so they can not only strive to be safer but to reduce the number of single cars on the road.",Yes,Yes,To a large extent,"I met some of the test drivers going up the steepest street, Canton Avenue in Beechview. They showed me the equipment inside and I got to see what the AV ""saw"".",,2019-01-17 08:34:08,Neutral,2019,15216
1135,35-44,Yes,Slightly Better,Yes,Not sure,Yes,Yes,No,Not sure,,,,2019-01-17 08:39:06,Somewhat familiar,4.0,4.0,No change,Yes,No,Not really notable interaction ,"Saw multiple AV's at a single intersection and thought I was in the movie I, Robot which made me a little nervous.",," I'm excited at the prospect of autonomous vehicles he destroying the idea of a car ownership, but am  concerned how safety will be addressed and I don't want to see fleets of driverless cars circling around waiting for someone to request to get picked up.",Yes,Yes,To some extent,"Hand job... JK. AV stopped at stop sign, drove at a reasonable speed... unremarkable, but don't know if they were in fully autonomous mode.",,2019-01-17 08:26:33,Somewhat Disapprove,2019,15212
1136,35-44,Yes,Significantly Better,Yes,No,Yes,Not sure,Not sure,Yes,,,,2019-01-17 08:37:25,Mostly familiar,5.0,2.0,No change,Yes,Yes,I felt safe.  The vehicles seemed aware of my position.,,"Video demonstrations of how an AV sees both a law abiding cyclist, and erratic cyclist, and behaves when driving behind one, attempting to pass one, etc.","I'm currently in the middle of a 3k+ mile family electric road trip using a Tesla.  Although I always keep my hand on the wheel, I've used autopilot for over 90% of the driving so far.  It has blown me away at how excellent a job I does.  At this point in time I have more respect and trust in computers driving and not killing me on a bicycle than from distracted, texting, drunk, high, and ANGRY human drivers etc.",Yes,Yes,To a large extent,"I have given dozens of eBike tours with large groups of riders through the strip district, and prior to Ubers AV operations being halted, we almost always rode along side Uber AV Volvos dow Penn Ave.  All of our eBike Tour Riders enjoyed the experience, and many were very impressed to see them as a large percentage of the riders were out of town tourists.",,2019-01-17 08:27:14,Approve,2019,15317
1137,45-54,Yes,Significantly Worse,Yes,Yes,Yes,Yes,Yes,No,,,,2019-01-17 08:35:53,Extremely familiar,1.0,4.0,Significantly more negative opinion,Yes,Yes,Normal,,,"Ex autonomous vehicle software employee testified that executives were informed of reports of cars spontaneously driving onto sidewalks and those reports were brushed under the rug. The bottom line is 99% of the population has no clue what they are dealing with at the quantum spiritual level when it comes to these autonomous vehicles, and its no different than the tens of thousands of reports of unintended acceleration of human controlled vehicles in the last 10 years with drive-by-wire throttle control systems. (elimination of a simple mechanical throttle cable that worked perfectly for 100 years)",Yes,Yes,To a moderate extent,,,2019-01-17 08:24:47,Disapprove,2019,15229
1138,55-64,Yes,Slightly Better,Yes,Yes,Yes,Yes,Not sure,No,,,,2019-01-17 08:34:48,Mostly familiar,3.0,3.0,No change,Not sure,Yes,,,,,Yes,Yes,To a moderate extent,,,2019-01-17 08:31:25,Neutral,2019,15147
